Percentage	Kraken_Name	DB_ID	Order	Insect_Species	Symbiont_Genus	Symbiont_Species	Function	Species_Match	Order_Match	Insect_Match	Total_Score
0.79	Wolbachia	RISB0178	Lepidoptera	Spodoptera frugiperda	Wolbachia	Wolbachia	inducing cytoplasmic incompatibility	False	False	False	1.51
0.79	Wolbachia	RISB2540	Blattodea	Supella longipalpa	Wolbachia	Wolbachia	induces reproductive incompatibility	False	False	False	1.51
0.79	Wolbachia	RISB2611	Lepidoptera	Acraea encedon	Wolbachia	Wolbachia	kill male hosts during embryogenesis	False	False	False	1.51
0.79	Wolbachia	RISB2617	Diptera	Aedes albopictus	Wolbachia	Wolbachia pipientis	induces cytoplasmic incompatibility	False	False	False	1.49
0.79	Wolbachia	RISB2618	Diptera	Culex pipiens	Wolbachia	Wolbachia pipientis	induces cytoplasmic incompatibility	False	False	False	1.49
0.79	Wolbachia	RISB2619	Diptera	Drosophila simulans	Wolbachia	Wolbachia pipientis	induces cytoplasmic incompatibility	False	False	False	1.49
0.79	Wolbachia	RISB2620	Diptera	Drosophila simulans	Wolbachia	Wolbachia pipientis	induces cytoplasmic incompatibility	False	False	False	1.49
0.79	Wolbachia	RISB1201	Diptera	Rhagoletis cerasi	Wolbachia	Wolbachia	causes cytoplasmic incompatibility	False	False	False	1.47
0.79	Wolbachia	RISB1202	Diptera	Drosophila simulans	Wolbachia	Wolbachia pipientis	causes cytoplasmic incompatibility	False	False	False	1.47
0.79	Wolbachia	RISB2589	Hymenoptera	Cotesia sesamiae	Wolbachia	Wolbachia	causes cytoplasmic incompatibility	False	False	False	1.47
1.47	Clostridium	RISB1959	Hemiptera	Pyrrhocoridae	Clostridium	Clostridium	None	False	False	False	1.47
0.79	Wolbachia	RISB1432	Diptera	Culex pipiens	Wolbachia	Wolbachia	alter host reproductive behavior	False	False	False	1.43
0.79	Wolbachia	RISB2501	Hymenoptera	Encarsia inaron	Wolbachia	Wolbachia	Wolbachia caused CI in E. inaron	False	False	False	1.43
0.79	Wolbachia	RISB0955	Hymenoptera	Cephalcia chuxiongica	Wolbachia	Wolbachia	associated with parthenogenesis	False	False	False	1.41
0.79	Wolbachia	RISB1647	Hymenoptera	Trichogramma brassicae	Wolbachia	Wolbachia	Decrease of memory retention	False	False	False	1.35
0.79	Wolbachia	RISB1045	Lepidoptera	Homona magnanima	Wolbachia	Wolbachia	partial strain male killing	False	False	False	1.33
0.79	Wolbachia	RISB1441	Diptera	Lutzomyia evansi	Wolbachia	Wolbachia	regulate host reproduction	False	False	False	1.31
0.79	Wolbachia	RISB2072	Hemiptera	Cimex lectularius	Wolbachia	Wolbachia sp.	Provisioning of B vitamins	False	False	False	1.31
0.79	Wolbachia	RISB1237	Diptera	Aedes aegypti	Wolbachia	Wolbachia	Increase dopamine levels	False	False	False	1.27
0.79	Wolbachia	RISB0033	Hemiptera	Cimex lectularius	Wolbachia	Wolbachia wCle	supplying B vitamins	False	False	False	1.19
0.85	Candidatus Profftia	RISB1664	Hemiptera	Adelgidae	Candidatus Profftia	Candidatus Profftia spp.	None	False	False	False	0.85
0.79	Wolbachia	RISB0036	Diptera	Aedes aegypti	Wolbachia	Wolbachia	None	False	False	False	0.79
0.79	Wolbachia	RISB0239	Thysanoptera	Frankliniella intonsa	Wolbachia	Wolbachia	None	False	False	False	0.79
0.79	Wolbachia	RISB0255	Hymenoptera	Camponotus pennalicus	Wolbachia	Wolbachia pipientis	None	False	False	False	0.79
0.79	Wolbachia	RISB0285	Hymenoptera	Formica	Wolbachia	Wolbachia	None	False	False	False	0.79
0.79	Wolbachia	RISB0373	Lepidoptera	Tuta absoluta	Wolbachia	Wolbachia	None	False	False	False	0.79
0.79	Wolbachia	RISB0408	Hymenoptera	Homalotylus sp.	Wolbachia	Wolbachia	None	False	False	False	0.79
0.79	Wolbachia	RISB0409	Hymenoptera	Oomyzus scaposus	Wolbachia	Wolbachia	None	False	False	False	0.79
0.79	Wolbachia	RISB0410	Hymenoptera	Tetrastichus epilachnae	Wolbachia	Wolbachia	None	False	False	False	0.79
0.79	Wolbachia	RISB0434	Hemiptera	Agonoscena pistaciae	Wolbachia	Wolbachia	None	False	False	False	0.79
0.79	Wolbachia	RISB0445	Blattodea	Blattella germanica	Wolbachia	Wolbachia	None	False	False	False	0.79
0.79	Wolbachia	RISB0446	Blattodea	Periplaneta americana	Wolbachia	Wolbachia	None	False	False	False	0.79
0.79	Wolbachia	RISB0461	Hymenoptera	Spalangia cameroni	Wolbachia	Wolbachia	None	False	False	False	0.79
0.79	Wolbachia	RISB0534	Orthoptera	Velarifictorus micado	Wolbachia	Wolbachia	None	False	False	False	0.79
0.79	Wolbachia	RISB0535	Orthoptera	Velarifictorus aspersus	Wolbachia	Wolbachia	None	False	False	False	0.79
0.79	Wolbachia	RISB0536	Orthoptera	Velarifictorus khasiensis	Wolbachia	Wolbachia	None	False	False	False	0.79
0.79	Wolbachia	RISB0537	Orthoptera	Teleogryllus emma	Wolbachia	Wolbachia	None	False	False	False	0.79
0.79	Wolbachia	RISB0538	Orthoptera	Teleogryllus occipitalis	Wolbachia	Wolbachia	None	False	False	False	0.79
0.79	Wolbachia	RISB0539	Orthoptera	Teleogryllus infernalis	Wolbachia	Wolbachia	None	False	False	False	0.79
0.79	Wolbachia	RISB0540	Orthoptera	Teleogryllus mitratus	Wolbachia	Wolbachia	None	False	False	False	0.79
0.79	Wolbachia	RISB0541	Orthoptera	Loxoblemmus sp.	Wolbachia	Wolbachia	None	False	False	False	0.79
0.79	Wolbachia	RISB0542	Orthoptera	Loxoblemmus angulatus	Wolbachia	Wolbachia	None	False	False	False	0.79
0.79	Wolbachia	RISB0543	Orthoptera	Loxoblemmus doenitzi	Wolbachia	Wolbachia	None	False	False	False	0.79
0.79	Wolbachia	RISB0544	Orthoptera	Loxoblemmus taicoun	Wolbachia	Wolbachia	None	False	False	False	0.79
0.79	Wolbachia	RISB0545	Orthoptera	Loxoblemmus jacobsoni	Wolbachia	Wolbachia	None	False	False	False	0.79
0.79	Wolbachia	RISB0546	Orthoptera	Loxoblemmus montanus	Wolbachia	Wolbachia	None	False	False	False	0.79
0.79	Wolbachia	RISB0547	Orthoptera	Mitius minor	Wolbachia	Wolbachia	None	False	False	False	0.79
0.79	Wolbachia	RISB0548	Orthoptera	Dianemobius sp.	Wolbachia	Wolbachia	None	False	False	False	0.79
0.79	Wolbachia	RISB0549	Orthoptera	Polionemobius taprobanensis	Wolbachia	Wolbachia	None	False	False	False	0.79
0.79	Wolbachia	RISB0550	Orthoptera	Comidoblemmus nipponensis	Wolbachia	Wolbachia	None	False	False	False	0.79
0.79	Wolbachia	RISB0571	Hemiptera	Rheumatobates mangrovensis	Wolbachia	Wolbachia wRmang	None	False	False	False	0.79
0.79	Wolbachia	RISB0572	Hemiptera	Limnogonus franciscanus	Wolbachia	Wolbachia wLfran	None	False	False	False	0.79
0.79	Wolbachia	RISB0629	Thysanoptera	Frankliniella intonsa	Wolbachia	Wolbachia	None	False	False	False	0.79
0.79	Wolbachia	RISB0637	Hemiptera	Diaphorina citri	Wolbachia	Wolbachia	None	False	False	False	0.79
0.79	Wolbachia	RISB0751	Hemiptera	Diaphorina citri	Wolbachia	Wolbachia	None	False	False	False	0.79
0.79	Wolbachia	RISB0852	Hemiptera	Philaenus spumarius	Wolbachia	Wolbachia	None	False	False	False	0.79
0.79	Wolbachia	RISB0853	Hemiptera	Philaenus signatus	Wolbachia	Wolbachia	None	False	False	False	0.79
0.79	Wolbachia	RISB0889	Hemiptera	Anoecia corni	Wolbachia	Wolbachia	None	False	False	False	0.79
0.79	Wolbachia	RISB0895	Hemiptera	Diaphorina citri	Wolbachia	Wolbachia	None	False	False	False	0.79
0.79	Wolbachia	RISB0965	Hemiptera	Diaphorina citri	Wolbachia	Wolbachia	None	False	False	False	0.79
0.79	Wolbachia	RISB0996	Hemiptera	Cimex hemipterus	Wolbachia	Wolbachia massiliensis sp. Nov	None	False	False	False	0.79
0.79	Wolbachia	RISB1076	Diptera	Mayetiola destructor	Wolbachia	Wolbachia	None	False	False	False	0.79
0.79	Wolbachia	RISB1090	Hemiptera	Aleurocanthus spiniferus	Wolbachia	Wolbachia	None	False	False	False	0.79
0.79	Wolbachia	RISB1115	Hemiptera	Pentalonia nigronervosa	Wolbachia	Wolbachia	None	False	False	False	0.79
0.79	Wolbachia	RISB1189	Hemiptera	Kaburagia rhusicola	Wolbachia	Wolbachia	None	False	False	False	0.79
0.79	Wolbachia	RISB1190	Hemiptera	Schlechtendalia chinensis	Wolbachia	Wolbachia	None	False	False	False	0.79
0.79	Wolbachia	RISB1191	Hemiptera	Pemphigus yunnanensis	Wolbachia	Wolbachia	None	False	False	False	0.79
0.79	Wolbachia	RISB1266	Hemiptera	Platygerris assimetricus	Wolbachia	Wolbachia	None	False	False	False	0.79
0.79	Wolbachia	RISB1267	Hemiptera	Potamobates horvathi	Wolbachia	Wolbachia	None	False	False	False	0.79
0.79	Wolbachia	RISB1268	Hemiptera	Potamobates tridentatus	Wolbachia	Wolbachia	None	False	False	False	0.79
0.79	Wolbachia	RISB1269	Hemiptera	Rheumatobates bergrothi	Wolbachia	Wolbachia	None	False	False	False	0.79
0.79	Wolbachia	RISB1270	Hemiptera	Rheumatobates ornatus	Wolbachia	Wolbachia	None	False	False	False	0.79
0.79	Wolbachia	RISB1271	Hemiptera	Telmatometra withei	Wolbachia	Wolbachia	None	False	False	False	0.79
0.79	Wolbachia	RISB1288	Lepidoptera	Lobesia botrana	Wolbachia	Wolbachia	None	False	False	False	0.79
0.79	Wolbachia	RISB1349	Hymenoptera	Paratrechina longicornis	Wolbachia	Wolbachia	None	False	False	False	0.79
0.79	Wolbachia	RISB1615	Diptera	Orseolia oryzae	Wolbachia	Wolbachia	None	False	False	False	0.79
0.79	Wolbachia	RISB1713	Diptera	Phlebotomus papatasi	Wolbachia	Wolbachia sp.	None	False	False	False	0.79
0.79	Wolbachia	RISB1716	Hemiptera	Bemisia tabaci	Wolbachia	Wolbachia	None	False	False	False	0.79
0.79	Wolbachia	RISB1825	Thysanoptera	Thrips palmi	Wolbachia	Wolbachia	None	False	False	False	0.79
0.79	Wolbachia	RISB1965	Diptera	Aedes albopictus	Wolbachia	Wolbachia pipientis	None	False	False	False	0.79
0.79	Wolbachia	RISB2046	Hemiptera	Trialeurodes sp.	Wolbachia	Wolbachia	None	False	False	False	0.79
0.79	Wolbachia	RISB2317	Diptera	Anastrepha striata	Wolbachia	Wolbachia	None	False	False	False	0.79
0.79	Wolbachia	RISB2343	Lepidoptera	Chilo suppressalis	Wolbachia	Wolbachia	None	False	False	False	0.79
0.79	Wolbachia	RISB2374	Diptera	Pseudolynchia canariensis	Wolbachia	Wolbachia	None	False	False	False	0.79
0.79	Wolbachia	RISB2586	Hemiptera	Hishimonoides sellatiformis	Wolbachia	Wolbachia	None	False	False	False	0.79
0.79	Wolbachia	RISB2587	Hemiptera	Hishimonus sellatus	Wolbachia	Wolbachia	None	False	False	False	0.79
0.25	Gilliamella	RISB0620	Lepidoptera	Spodoptera frugiperda	Gilliamella	Gilliamella	degrade amygdalin	False	False	False	0.59
0.51	Vagococcus	RISB0042	Diptera	Aldrichina grahami	Vagococcus	Vagococcus	None	False	False	False	0.51
0.44	Flavobacterium	RISB0659	Hemiptera	Melanaphis bambusae	Flavobacterium	Flavobacterium johnsoniae	None	False	False	False	0.44
0.25	Gilliamella	RISB1945	Hymenoptera	Apis cerana	Gilliamella	Gilliamella apicola	None	False	False	False	0.25
0.19	Cupriavidus	RISB0694	Hemiptera	Alydus tomentosus	Cupriavidus	Cupriavidus pauculus	None	False	False	False	0.19
0.17	Yersinia	RISB0407	Hymenoptera	Anaphes nitens	Yersinia	Yersinia massiliensis	None	False	False	False	0.17
0.17	Yersinia	RISB1322	Hymenoptera	Vespa mandarinia	Yersinia	Yersinia	None	False	False	False	0.17
0.17	Yersinia	RISB1323	Hymenoptera	Vespa simillima	Yersinia	Yersinia	None	False	False	False	0.17
0.15	Legionella	RISB1687	Phthiraptera	Polyplax serrata	Legionella	Candidatus Legionella polyplacis	None	False	False	False	0.15
