ID	Record Type	Order	Family	Subfamily	Insect Species	Symbiont Phylum	Symbiont Order	Symbiont Genus	Symbiont Rank	Symbiont Taxon	Symbiont Name	Classification	Localization	Function	Transmission mode	Symbiont Seq	Reference	doi	note
518	Symbiont	Rhabditida	Allantonematidae	None	Heterorhabditis bacteriophora	Pseudomonadota	Enterobacterales	Photorhabdus	Species	Photorhabdus laumondii	Photorhabdus laumondii subsp. laumondii strain M-TT01	Bacteria	Unknown	Heterorhabditis bacteriophora, an Entomopathogenic nematodes (EPNs) that harbors Photorhabdus symbionts, is efficient at killing a wide variety of insect species and is used as a biological control agent in agriculture	Unknown	WSFG00000000	Engineering bacterial symbionts of nematodes improves their biocontrol potential to counter the western corn rootworm		None
519	Symbiont	Rhabditida	Allantonematidae	None	Heterorhabditis bacteriophora	Pseudomonadota	Enterobacterales	Photorhabdus	Species	Photorhabdus laumondii	Photorhabdus laumondii subsp. laumondii strain IL9	Bacteria	Unknown	Heterorhabditis bacteriophora, an Entomopathogenic nematodes (EPNs) that harbors Photorhabdus symbionts, is efficient at killing a wide variety of insect species and is used as a biological control agent in agriculture	Unknown	WSFB00000000	Engineering bacterial symbionts of nematodes improves their biocontrol potential to counter the western corn rootworm		None
520	Symbiont	Rhabditida	Allantonematidae	None	Heterorhabditis bacteriophora	Pseudomonadota	Enterobacterales	Photorhabdus	Species	Photorhabdus laumondii	Photorhabdus laumondii subsp. laumondii strain C-IL9	Bacteria	Unknown	Heterorhabditis bacteriophora, an Entomopathogenic nematodes (EPNs) that harbors Photorhabdus symbionts, is efficient at killing a wide variety of insect species and is used as a biological control agent in agriculture	Unknown	WSEX00000000	Engineering bacterial symbionts of nematodes improves their biocontrol potential to counter the western corn rootworm		None
521	Symbiont	Rhabditida	Allantonematidae	None	Heterorhabditis bacteriophora	Pseudomonadota	Enterobacterales	Photorhabdus	Species	Photorhabdus laumondii	Photorhabdus laumondii subsp. laumondii strain M-IL9	Bacteria	Unknown	Heterorhabditis bacteriophora, an Entomopathogenic nematodes (EPNs) that harbors Photorhabdus symbionts, is efficient at killing a wide variety of insect species and is used as a biological control agent in agriculture	Unknown	WSFF00000000	Engineering bacterial symbionts of nematodes improves their biocontrol potential to counter the western corn rootworm		None
522	Symbiont	Rhabditida	Allantonematidae	None	Heterorhabditis bacteriophora	Pseudomonadota	Enterobacterales	Photorhabdus	Species	Photorhabdus laumondii	Photorhabdus laumondii subsp. laumondii strain M-CN4	Bacteria	Unknown	Heterorhabditis bacteriophora, an Entomopathogenic nematodes (EPNs) that harbors Photorhabdus symbionts, is efficient at killing a wide variety of insect species and is used as a biological control agent in agriculture	Unknown	WSFC00000000	Engineering bacterial symbionts of nematodes improves their biocontrol potential to counter the western corn rootworm		None
523	Symbiont	Rhabditida	Allantonematidae	None	Heterorhabditis bacteriophora	Pseudomonadota	Enterobacterales	Photorhabdus	Species	Photorhabdus laumondii	Photorhabdus laumondii subsp. laumondii strain EN01	Bacteria	Unknown	Heterorhabditis bacteriophora, an Entomopathogenic nematodes (EPNs) that harbors Photorhabdus symbionts, is efficient at killing a wide variety of insect species and is used as a biological control agent in agriculture	Unknown	WSFA00000000	Engineering bacterial symbionts of nematodes improves their biocontrol potential to counter the western corn rootworm		None
524	Symbiont	Rhabditida	Allantonematidae	None	Heterorhabditis bacteriophora	Pseudomonadota	Enterobacterales	Photorhabdus	Species	Photorhabdus laumondii	Photorhabdus laumondii subsp. laumondii strain C-EN01	Bacteria	Unknown	Heterorhabditis bacteriophora, an Entomopathogenic nematodes (EPNs) that harbors Photorhabdus symbionts, is efficient at killing a wide variety of insect species and is used as a biological control agent in agriculture	Unknown	WSEV00000000	Engineering bacterial symbionts of nematodes improves their biocontrol potential to counter the western corn rootworm		None
525	Symbiont	Rhabditida	Allantonematidae	None	Heterorhabditis bacteriophora	Pseudomonadota	Enterobacterales	Photorhabdus	Species	Photorhabdus laumondii	Photorhabdus laumondii subsp. laumondii strain M-EN01	Bacteria	Unknown	Heterorhabditis bacteriophora, an Entomopathogenic nematodes (EPNs) that harbors Photorhabdus symbionts, is efficient at killing a wide variety of insect species and is used as a biological control agent in agriculture	Unknown	WSFD00000000	Engineering bacterial symbionts of nematodes improves their biocontrol potential to counter the western corn rootworm		None
526	Symbiont	Rhabditida	Allantonematidae	None	Heterorhabditis bacteriophora	Pseudomonadota	Enterobacterales	Photorhabdus	Species	Photorhabdus laumondii	Photorhabdus laumondii subsp. laumondii strain CN4	Bacteria	Unknown	Heterorhabditis bacteriophora, an Entomopathogenic nematodes (EPNs) that harbors Photorhabdus symbionts, is efficient at killing a wide variety of insect species and is used as a biological control agent in agriculture	Unknown	WSEY00000000	Engineering bacterial symbionts of nematodes improves their biocontrol potential to counter the western corn rootworm		None
527	Symbiont	Rhabditida	Allantonematidae	None	Heterorhabditis bacteriophora	Pseudomonadota	Enterobacterales	Photorhabdus	Species	Photorhabdus laumondii	Photorhabdus laumondii subsp. laumondii strain C-CN4	Bacteria	Unknown	Heterorhabditis bacteriophora, an Entomopathogenic nematodes (EPNs) that harbors Photorhabdus symbionts, is efficient at killing a wide variety of insect species and is used as a biological control agent in agriculture	Unknown	WSEU00000000	Engineering bacterial symbionts of nematodes improves their biocontrol potential to counter the western corn rootworm		None
528	Symbiont	Rhabditida	Allantonematidae	None	Heterorhabditis bacteriophora	Pseudomonadota	Enterobacterales	Photorhabdus	Species	Photorhabdus laumondii	Photorhabdus laumondii subsp. laumondii strain HU2	Bacteria	Unknown	Heterorhabditis bacteriophora, an Entomopathogenic nematodes (EPNs) that harbors Photorhabdus symbionts, is efficient at killing a wide variety of insect species and is used as a biological control agent in agriculture	Unknown	NSCN00000000	Engineering bacterial symbionts of nematodes improves their biocontrol potential to counter the western corn rootworm		None
529	Symbiont	Rhabditida	Allantonematidae	None	Heterorhabditis bacteriophora	Pseudomonadota	Enterobacterales	Photorhabdus	Species	Photorhabdus laumondii	Photorhabdus laumondii subsp. laumondii strain M-HU2	Bacteria	Unknown	Heterorhabditis bacteriophora, an Entomopathogenic nematodes (EPNs) that harbors Photorhabdus symbionts, is efficient at killing a wide variety of insect species and is used as a biological control agent in agriculture	Unknown	WSEW00000000	Engineering bacterial symbionts of nematodes improves their biocontrol potential to counter the western corn rootworm		None
530	Symbiont	Rhabditida	Allantonematidae	None	Heterorhabditis bacteriophora	Pseudomonadota	Enterobacterales	Photorhabdus	Species	Photorhabdus laumondii	Photorhabdus laumondii subsp. laumondii strain C-HU3	Bacteria	Unknown	Heterorhabditis bacteriophora, an Entomopathogenic nematodes (EPNs) that harbors Photorhabdus symbionts, is efficient at killing a wide variety of insect species and is used as a biological control agent in agriculture	Unknown	WSFE00000000	Engineering bacterial symbionts of nematodes improves their biocontrol potential to counter the western corn rootworm		None
531	Symbiont	Rhabditida	Allantonematidae	None	Heterorhabditis bacteriophora	Pseudomonadota	Enterobacterales	Photorhabdus	Species	Photorhabdus luminescens	Photorhabdus luminescens subsp. laumondii TTO1	Bacteria	Unknown	is symbiotic with soil entomopathogenic nematodes and pathogenic to a wide range of insects	Unknown	BX470251 (https://www.ebi.ac.uk/)	The genome sequence of the entomopathogenic bacterium Photorhabdus luminescens.		None
532	Symbiont	Blattodea	Rhinotermitidae	Heterotermitinae	Coptotermes gestroi	Basidiomycota	Atheliales	Athelia	Species	Athelia termitophila	Athelia termitophila	Fungi	Unknown	may enhance egg survival probably due to the synthesis of antifungal and antibacterial compounds	Unknown	None	First Neotropical record of the association between brown sclerotium-forming Fungi and termite eggs in a nest of Coptotermes gestroi (Blattaria, Isoptera, Rhinotermitidae)		None
533	Symbiont	Coleoptera	Bostrichidae	Lyctinae	Costelytra zealandica	Pseudomonadota	Enterobacterales	Morganella	Species	Morganella morganii	Morganella morganii	Bacteria	Unknown	Female beetles were previously shown to use phenol as their sex pheromone produced by symbiotic bacteria in the accessory or colleterial gland	Unknown	None	Morganella morganii bacteria produces phenol as the sex pheromone of the New Zealand grass grub from tyrosine in the colleterial gland		None
534	Symbiont	Hemiptera	Aleyrodidae	Aleyrodinae	Planococcus citri	Pseudomonadota	None	None	class	γ-Proteobacteria	γ-Proteobacteria	Bacteria	Intracellular	Unknown	Unknown	AF322016	Mealybug β-proteobacterial endosymbionts contain γ-proteobacterial symbionts		None
535	Symbiont	Diptera	Glossinidae	None	Glossina brevipalpis	Pseudomonadota	Enterobacterales	Wigglesworthia	Species	Wigglesworthia glossinidia	Wigglesworthia glossinidia brevipalpis	Bacteria	Intracellular	provide its tsetse host with metabolites such as vitamins	Unknown	BA000021,AB063523	Genome sequence of the endocellular obligate symbiont of tsetse flies, Wigglesworthia glossinidia		None
536	Symbiont	Hymenoptera	Formicidae	Pseudomyrmecinae	Trichogramma brassicae	Pseudomonadota	Rickettsiales	Wolbachia	Genus	Wolbachia	Wolbachia	Bacteria	Intracellular	the wasp's infection with Wolbachia may lead to impairment of post-eclosion host preference and facilitates growing up on different host species	Unknown	None	Wolbachia impairs post-eclosion host preference in a parasitoid wasp.		None
537	Symbiont	Diptera	Drosophilidae	Drosophilinae	Drosophila melanogaster	Mycoplasmatota	Entomoplasmatales	Spiroplasma	Species	Spiroplasma poulsonii	Spiroplasma poulsonii	Bacteria	Unknown	an S. poulsonii protein, designated Spaid, whose expression induces male killing	Unknown	PRJNA416288	Male-killing toxin in a bacterial symbiont of Drosophila		None
538	Symbiont	Blattodea	Rhinotermitidae	Heterotermitinae	Zootermopsis nevadensis	Pseudomonadota	Enterobacterales	Serratia	Species	Serratia marcescens	Serratia marcescens	Bacteria	Unknown	high concentration of S. marcescens leads to high mortality in termites	Unknown	None	Extended mutualism between termites and gut microbes: nutritional symbionts contribute to nest hygiene.		None
539	Symbiont	Hymenoptera	Formicidae	Pseudomyrmecinae	Philanthus	Actinomycetota	Kitasatosporales	Streptomyces	Species	Candidatus Streptomyces philanthi	Candidatus Streptomyces philanthi	Bacteria	Unknown	incorporated into the larval cocoon for protection against pathogens	Unknown	None	Symbiotic streptomycetes provide antibiotic combination prophylaxis for wasp offspring		None
540	Symbiont	Diptera	Drosophilidae	Drosophilinae	Drosophila melanogaster	Pseudomonadota	Enterobacterales	Photorhabdus	Species	Photorhabdus luminescens	Photorhabdus luminescens	Bacteria	Unknown	produces toxin complex (Tc) toxins as major virulence factors	Unknown	None	CRISPR screens in Drosophila cells identify Vsg as a Tc toxin receptor		None
541	Symbiont	Hemiptera	Aleyrodidae	Aleyrodinae	Plautia stali	Pseudomonadota	None	None	class	γ-Proteobacteria	γ-Proteobacteria	Bacteria	Unknown	produces rough-type lipopolysaccharide (LPS)	Unknown	BABY01000001–BABY01000144	Symbiont of the stink bug Plautia stali synthesizes rough-type lipopolysaccharide		None
542	Metagenome	Hemiptera	Reduviidae	Triatominae	Triatominae sp.	None	None	None	None	None	Multiple species	Bacteria	Extracellular	Triatomine gut microbiome composition is strongly influenced by three principal factors: ontogeny, species identity, and the environment.	Horizontal	PRJEB36515,PRJNA657483	Ontogeny, species identity, and environment dominate microbiome dynamics in wild populations of kissing bugs (Triatominae)		None
543	Metagenome	Diptera	Glossinidae	None	Hermetia illucens	None	None	None	None	None	Multiple species	Bacteria	Extracellular	with optimized plastic-degrading ability	Horizontal	SRR21209011-SRR21209111	Plastics shape the black soldier fly larvae gut microbiome and select for biodegrading functions		None
544	Symbiont	Diptera	Tephritidae	Dacinae	Bactrocera dorsalis	Pseudomonadota	Enterobacterales	Citrobacter freundii	Genus	Citrobacter freundii	Citrobacter freundii	Bacteria	Unknown	enhances resistance to the organophosphate insecticide trichlorphon	Unknown	GCA_001922445.1	Gut symbiont enhances insecticide resistance in a significant pest, the oriental fruit fly Bactrocera dorsalis (Hendel)		None
545	Amplicon	Hymenoptera	Formicidae	Pseudomyrmecinae	Nasonia vitripennis	None	None	None	None	None	diapause-related microbiome	Bacteria	Unknown	for nutrient allocation and mobilisation during diapause	Unknown	SRR11434319-SRR11434456,SRR11425024-SRR11425035	When your host shuts down: larval diapause impacts host-microbiome interactions in Nasonia vitripennis		None
546	Symbiont	Hymenoptera	Formicidae	Pseudomyrmecinae	Nasonia vitripennis	Pseudomonadota	Enterobacterales	Providencia	Genus	Providencia	Providencia sp.	Bacteria	Unknown	may highly associated with diapause	Unknown	None	When your host shuts down: larval diapause impacts host-microbiome interactions in Nasonia vitripennis		None
547	Metagenome	Hemiptera	Aleyrodidae	Aleyrodinae	Rhodnius prolixus	None	None	None	None	None	intestinal microbiome	Bacteria	Unknown	Unknown	Unknown	SRR15276518-SRR15276547	Exposure to Trypanosoma parasites induces changes in the microbiome of the Chagas disease vector Rhodnius prolixus		None
548	Symbiont	Phthiraptera	Pediculidae	None	Menacanthus eurysternus	Pseudomonadota	Rickettsiales	Wolbachia	Genus	Wolbachia	Wolbachia	Bacteria	Intracellular	a causative agent of cytoplasmic incompatibility	Unknown	SRR16759804-SRR16759857	Supergroup F Wolbachia with extremely reduced genome: transition to obligate insect symbionts		None
549	Metagenome	Coleoptera	Bostrichidae	Lyctinae	Protaetia brevitarsis	None	None	None	None	None	gut bacteria	Bacteria	Extracellular	are capable of producing a broad array of cellulases and hemicellulases, thus playing a major role in lignocellulosic biomass degradation	Horizontal	SRR5038971,SRR5039436,SRR5039445,SRR14128221,SRR14132028,SRR14132050,SRR14139157,SRR14139180,SRR14139235,SRR14141452,SRR14141486,SRR14141637,SRR14141657,SRR14141706,SRR14141739,SRR14141816,SRR14141829,SRR14179698,SRR14147653,SRR14148842,SRR14149278,SRR14149805,SRR14150473,SRR14160440,SRR14160491,SRR14161071,SRR14161469,SRR14161588,SRR14162401,SRR14177633,SRR14179697,SRR14179764,SRR14180362,SRR14180364,SRR14180536,SRR14193501,SRR14193931,SRR14209386,SRR14212118,SRR14293692,SRR14298725,SRR14224883,SRR14298063,SRR14300306	Lignocellulose degradation in Protaetia brevitarsis larvae digestive tract: refining on a tightly designed microbial fermentation production line		None
550	Symbiont	Coleoptera	Curculionidae	Scolytinae	Dendroctonus valens	Ascomycota	Ophiostomatales	Leptographium	Species	Leptographium procerum	Leptographium procerum	Fungi	Unknown	enhances the survivorship and overall fitness of invasive beetles by degrading the host phenolic naringenin, ultimately overcoming the tree defenses and facilitating the success of the invasive beetle-Fungi complex	Unknown	None	Bacterial microbiota protect an invasive bark beetle from a pine defensive compound		None
551	Amplicon	Hemiptera	Aleyrodidae	Aleyrodinae	plant-feeding true bugs	None	None	None	None	None	microbiome	Bacteria and Fungi	Unknown	The dramatic replacements of dominant bacteria in the plant-feeding true bugs may help to drive the adaptive radiation of plant-feeding true bugs in the early Cretaceous	Unknown	CRA005829,CRA005851	Different roles of host and habitat in determining the microbial communities of plant-feeding true bugs		None
552	Metagenome	Lepidoptera	Pyralidae	Galleriinae	Bombyx mori	Bacillota	Bacillales	Mammaliicoccus	Species	Mammaliicoccus sciuri	Mammaliicoccus sciuri	Bacteria	Unknown	could produce a secreted chitinolytic lysozyme (termed Msp1) to damage fungal cell walls，completely inhibit the spore germination of fungal entomopathogens Metarhizium robertsii and Beauveria bassiana	Unknown	SRR22731736-SRR22731691	From phyllosphere to insect cuticles: silkworms gather antifungal bacteria from mulberry leaves to battle fungal parasite attacks		PRJNA911351 （silkworm larvae cuticular microbiomes）
553	Metagenome	Coleoptera	Bostrichidae	Lyctinae	Tenebrio molitor	None	None	None	None	None	Gut microbiom	Bacteria	Unknown	degrade both natural and synthetic plastic polymers	Unknown	SRR20075025-SRR20075036	Gut microbiome of mealworms (Tenebrio molitor Larvae) show similar responses to polystyrene and corn straw diets		None
554	Symbiont	Coleoptera	Bostrichidae	Lyctinae	Curculio chinensis	Pseudomonadota	Moraxellales	Acinetobacter	Species	Acinetobacter sp. AS23	Acinetobacter sp. AS23	Bacteria	Unknown	endow its host with the ability to degrade saponin	Unknown	None	Soil-derived bacteria endow Camellia weevil with more ability to resist plant chemical defense		None
555	Metagenome	Blattodea	None	None	Australian and North American termite genera	None	None	None	None	None	termite gut microbiom	Bacteria and Fungi	Unknown	gut symbionts are major recyclers of lignocellulosic biomass	Vertical	SRR1300755	A molecular survey of Australian and North American termite genera indicates that vertical inheritance is the primary force shaping termite gut microbiomes		None
556	Metagenome	Blattodea	Rhinotermitidae	Heterotermitinae	termites	None	None	None	None	None	termite gut microbiom	Bacteria and Fungi	Unknown	Unknown	Unknown	SRR7226421-SRR7226461,SRR6837970-SRR6837981	Compositional and functional characterisation of biomass-degrading microbial communities in guts of plant fibre- and soil-feeding higher termites		None
557	Metagenome	Coleoptera	Bostrichidae	Lyctinae	Sitophilus oryzae	Pseudomonadota	Enterobacterales	Sodalis	Genus	Sodalis	Sodalis pierantonius	Bacteria	Unknown	may infulence immunity, metabolism, metal control, apoptosis, and bacterial stress response	Unknown	SRR23250316-SRR23250351,SRR22996327-SRR22996357	Coordination of host and endosymbiont gene expression governs endosymbiont growth and elimination in the cereal weevil Sitophilus spp.		None
558	Metagenome	Coleoptera	Bostrichidae	Lyctinae	Paederus fuscipes	None	None	None	None	None	bacterial communities in P. fuscipes	Bacteria	Unknown	Unknown	Unknown	SRR19848570-SRR19848581	The structure and diversity of microbial communities in Paederus fuscipes (Coleoptera: Staphylinidae): from ecological paradigm to pathobiome		None
559	Metagenome	Spirobolida	Pachybolidae	None	Epibolus pulchripes	None	None	None	None	None	Gut microbiom	Bacteria	Unknown	gut symbiont	Unknown	SRR26093232-SRR26093263,SRR26091609-SRR26091624	Functional similarity, despite taxonomical divergence in the millipede gut microbiota, points to a common trophic strategy		None
560	Metagenome	Glomerida	Glomeridae	None	Glomeris connexa	None	None	None	None	None	Gut microbiom	Bacteria	Unknown	gut symbiont	Unknown	SRR26093232-SRR26093263,SRR26091609-SRR26091624	Functional similarity, despite taxonomical divergence in the millipede gut microbiota, points to a common trophic strategy		None
561	Amplicon	Hemiptera	Aleyrodidae	Aleyrodinae	Pentalonia nigronervosa	Pseudomonadota	Enterobacterales	Buchnera	Species	Buchnera aphidicola	Buchnera aphidicola（BPn）	Bacteria	Intracellular	Buchnera provides to its host essential amino acids that are absent in plant phloem	Unknown	NR_074437	A metagenomic approach from aphid’s hemolymph sheds light on the potential roles of co-existing endosymbionts		None
562	Amplicon	Hemiptera	Aleyrodidae	Aleyrodinae	Pentalonia nigronervosa	Pseudomonadota	Rickettsiales	Wolbachia	Genus	Wolbachia	Wolbachia sp.（wPn）	Bacteria	Intracellular	Wolbachia increases production by its host of reactive oxygen species and its antioxidant system	Vertical	NR_074159,NR_074512	A metagenomic approach from aphid’s hemolymph sheds light on the potential roles of co-existing endosymbionts		None
563	Metagenome	Blattodea	Rhinotermitidae	Heterotermitinae	termites	None	None	None	None	None	termite gut microbiom	Bacteria and Fungi	Unknown	gut microbiome	Unknown	https://www.mg-rast.org/mgmain.html?mgpage=project&project=mgp101108	The functional evolution of termite gut microbiota		None
564	Amplicon	Hemiptera	Aleyrodidae	Aleyrodinae	Laodelphax striatellus	None	None	None	None	None	Gut microbiota	Bacteria	Unknown	Wolbachia alters microbial communities in wild Laodelphax striatellus populations	Horizontal	SRP238740	Recent infection by Wolbachia alters microbial communities in wild Laodelphax striatellus populations		None
565	Metagenome	Diptera	Glossinidae	None	Aedes aegypti,Culex quinquefasciatus	None	None	None	None	None	viromes	Virus	Unknown	Unknown	Unknown	SRR8455235-SRR8455274	Stable distinct core eukaryotic viromes in different mosquito species from Guadeloupe, using single mosquito viral metagenomics		None
566	Symbiont	Lepidoptera	Noctuidae	Amphipyrinae	Spodoptera frugiperda	Bacillota	Lactobacillales	Enterococcus	Genus	Enterococcus	Enterococcus FAW 2-1	Bacteria	Extracellular	can enhance the growth of fall armyworm, but these effects arecontingent on dietary conditions, isolate availability, and host larval instar	Unknown	None	Enterococcal symbionts of caterpillars facilitate the utilization of a suboptimal diet		None
567	Symbiont	Hemiptera	Aleyrodidae	Aleyrodinae	Acyrthosiphon malvae	Pseudomonadota	Enterobacterales	Candidatus Hamiltonella	Species	Hamiltonella defensa	Hamiltonella defensa	Bacteria	Unknown	can provide a defence against hymenopteran parasitoids to their aphid hosts	Unknown	None	Variable impacts of prevalent bacterial symbionts on a parasitoid used to control aphid pests of protected crops		None
568	Symbiont	Hemiptera	Aleyrodidae	Aleyrodinae	Myzus persicae	Pseudomonadota	Legionellales	Rickettsiella	Species	Rickettsiella viridis	Rickettsiella viridis	Bacteria	Unknown	parasitoids showing a preference for probing aphids infected with R. viridis	Unknown	None	Effect of Rickettsiella viridis endosymbionts introduced into Myzus persicae aphids on parasitism by Diaeretiella rapae: A combined strategy for aphid control?		None
569	Symbiont	Lepidoptera	Pyralidae	Galleriinae	Grapholita molesta	Pseudomonadota	Enterobacterales	Pantoea	Genus	Pantoea	Pantoea sp.	Bacteria	Unknown	Pantoea sp. reduce the pathogenicity of Beauveria bassiana to Grapholita molesta	Unknown	None	Symbiotic bacteria on the cuticle protect the oriental fruit moth Grapholita molesta from fungal infection		None
570	Symbiont	Hemiptera	Aleyrodidae	Aleyrodinae	Megacopta punctatissima	Pseudomonadota	Enterobacterales	Candidatus Ishikawella	Species	Ishikawaella capsulata	Ishikawaella capsulata	Bacteria	Unknown	supply essential amino acids for the plant-sucking stinkbug	Unknown	None	Reductive evolution of bacterial genome in insect gut environment.		None
571	Symbiont	Hemiptera	Aleyrodidae	Aleyrodinae	Macrosteles quadrilineatus	Bacteroidota	Flavobacteriales	Candidatus Karelsulcia	Species	Sulcia muelleri	Sulcia muelleri	Bacteria	Unknown	provision host insects with the essential amino acids that their hosts can neither synthesize	Unknown	None	Small, Smaller, Smallest: The Origins and Evolution of Ancient Dual Symbioses in a Phloem-Feeding Insect		None
572	Symbiont	Hemiptera	Aleyrodidae	Aleyrodinae	Macrosteles quadrilineatus	Pseudomonadota	None	Candidatus Nasuia	Species	Nasuia deltocephalinicola	Nasuia deltocephalinicola	Bacteria	Unknown	provision host insects with the essential amino acids that their hosts can neither synthesize	Unknown	None	Small, Smaller, Smallest: The Origins and Evolution of Ancient Dual Symbioses in a Phloem-Feeding Insect		None
573	Symbiont	Hemiptera	Aleyrodidae	Aleyrodinae	Dactylopius coccus	Pseudomonadota	Rhodocyclales	Candidatus Dactylopiibacterium	Species	Candidatus Dactylopiibacterium carminicum	Candidatus Dactylopiibacterium carminicum	Bacteria	Unknown	compensate for the nitrogen deficiency in the cochineal diet. In addition, this symbiont may provide essential amino acids, recycle uric acid, and increase the cochineal life span.	Vertical	MQNN00000000,NMRN00000000	Candidatus Dactylopiibacterium carminicum, a Nitrogen-Fixing Symbiont of Dactylopius Cochineal Insects (Hemiptera: Coccoidea: Dactylopiidae)		None
574	Symbiont	Hemiptera	Aleyrodidae	Aleyrodinae	Dactylopius opuntiae	Pseudomonadota	Rhodocyclales	Candidatus Dactylopiibacterium	Species	Candidatus Dactylopiibacterium carminicum	Candidatus Dactylopiibacterium carminicum	Bacteria	Unknown	compensate for the nitrogen deficiency in the cochineal diet. In addition, this symbiont may provide essential amino acids, recycle uric acid, and increase the cochineal life span.	Unknown	NMRM00000000	Candidatus Dactylopiibacterium carminicum, a Nitrogen-Fixing Symbiont of Dactylopius Cochineal Insects (Hemiptera: Coccoidea: Dactylopiidae)		None
575	Symbiont	Diptera	Glossinidae	None	Melophagus ovinus	Pseudomonadota	Enterobacterales	Arsenophonus	Species	Arsenophonus melophagi	Arsenophonus melophagi	Bacteria	Unknown	participation of symbionts on blood-digestion	Unknown	None	Insect—Symbiont Gene Expression in the Midgut Bacteriocytes of a Blood-Sucking Parasite		None
576	Symbiont	Hemiptera	Aleyrodidae	Aleyrodinae	Llaveia axin axin	Bacteroidota	Flavobacteriales	Candidatus Walczuchella	Species	Candidatus Walczuchella monophlebidarum	Candidatus Walczuchella monophlebidarum	Bacteria	Unknown	could be supplying most of these precursors for the amino acid biosynthesis  as it has the potential to make ribulose-5P from ribose-1P and also PEP and pyruvate from glycolysis. It is also capable of producing homocysteine from homoserine for methionine biosynthesis,	Unknown	None	Genome Sequence of “Candidatus Walczuchella monophlebidarum” the Flavobacterial Endosymbiont of Llaveia axin axin (Hemiptera: Coccoidea: Monophlebidae)		None
577	Symbiont	Hemiptera	Aleyrodidae	Aleyrodinae	Riptortus pedestris	Pseudomonadota	Burkholderiales	Burkholderia	Genus	Burkholderia	Burkholderia	Bacteria	Unknown	The inner core core oligosaccharide, composed of Kdo (3-deoxy-D-manno-2-octulosonic acid), Ko, and two heptoses, is especially important in maintaining a symbiont titer in the M4 midgut and supporting host growth, fitness, and defense against bacterial challenge	Unknown	None	The lipopolysaccharide core oligosaccharide of Burkholderia plays a critical role in maintaining a proper gut symbiosis with the bean bug Riptortus pedestris		None
578	Symbiont	Blattodea	Rhinotermitidae	Heterotermitinae	Periplaneta americana	Bacillota	Lachnospirales	Aequitasia	Species	Aequitasia blattaphilus	Aequitasia blattaphilus	Bacteria	Unknown	its genomes encoded short-chain fatty acid biosynthetic pathways and plant fiber and chitin catabolism and other carbohydrate utilization genes	Unknown	GCA_024160205.1	Genetic Drift and Host-Adaptive Features Likely Underlie the Cladogenesis of Insect-Associated Lachnospiraceae		None
579	Symbiont	Blattodea	Rhinotermitidae	Heterotermitinae	Periplaneta americana	Bacillota	Lachnospirales	Ohessyouella	Species	Ohessyouella blattaphilus	Ohessyouella blattaphilus	Bacteria	Unknown	its genomes encoded short-chain fatty acid biosynthetic pathways and plant fiber and chitin catabolism and other carbohydrate utilization genes	Unknown	GCA_024160185.1	Genetic Drift and Host-Adaptive Features Likely Underlie the Cladogenesis of Insect-Associated Lachnospiraceae		None
580	Symbiont	Hemiptera	Aleyrodidae	Aleyrodinae	Nysius sp.	Pseudomonadota	Enterobacterales	Candidatus Schneideria	Genus	Candidatus Schneideria	Candidatus Schneideria nysicola isolate NB	Bacteria	Intracellular	synthesize four B vitamins(Pan, pantothenate;Fol, folate; Rib, riboflavin; Pyr, pyridoxine) and five Essential Amino Acids(Ile, isoleucine; Val, valine; Lys, lysine; Thr, threonine; Phe, phenylalanine)	Vertical	CP074374	Hawaiian Nysius Insects Rely on an Obligate Symbiont with a Reduced Genome That Retains a Discrete Nutritional Profile to Match Their Plant Seed Diet		None
581	Symbiont	Hemiptera	Aleyrodidae	Aleyrodinae	Nysius sp.	Pseudomonadota	Enterobacterales	Candidatus Schneideria	Genus	Candidatus Schneideria	Candidatus Schneideria nysicola isolate NR	Bacteria	Intracellular	synthesize four B vitamins(Pan, pantothenate;Fol, folate; Rib, riboflavin; Pyr, pyridoxine) and five Essential Amino Acids(Ile, isoleucine; Val, valine; Lys, lysine; Thr, threonine; Phe, phenylalanine)	Vertical	CP074435	Hawaiian Nysius Insects Rely on an Obligate Symbiont with a Reduced Genome That Retains a Discrete Nutritional Profile to Match Their Plant Seed Diet		None
582	Symbiont	Hemiptera	Aleyrodidae	Aleyrodinae	Nysius sp.	Pseudomonadota	Enterobacterales	Candidatus Schneideria	Genus	Candidatus Schneideria	Candidatus Schneideria nysicola isolate NT	Bacteria	Intracellular	synthesize four B vitamins(Pan, pantothenate;Fol, folate; Rib, riboflavin; Pyr, pyridoxine) and five Essential Amino Acids(Ile, isoleucine; Val, valine; Lys, lysine; Thr, threonine; Phe, phenylalanine)	Vertical	CP074100	Hawaiian Nysius Insects Rely on an Obligate Symbiont with a Reduced Genome That Retains a Discrete Nutritional Profile to Match Their Plant Seed Diet		None
583	Symbiont	Hemiptera	Aleyrodidae	Aleyrodinae	Clastoptera arizonana	Bacteroidota	Flavobacteriales	Candidatus Karelsulcia	Species	Sulcia muelleri	Sulcia muelleri	Bacteria	Unknown	involved in the production of seven essential amino acids (leucine, isoleucine, valine, threonine, lysine, arginine, and phenylalanine)	Unknown	None	Functional Convergence in Reduced Genomes of Bacterial Symbionts Spanning 200 My of Evolution		None
