ID	Run	Assay Type	BioSample	Bytes	Center Name	Instrument	LibraryLayout	LibrarySelection	Platform	BioProject	geo_loc_name_country	geo_loc_name_country_continent	Collection_Date	geo_loc_name	BioSampleModel	lat_lon	Host	Host Order	Host Family	Isolation	Description	Doi
689	SRR6014722	WGS	SAMN07615162	392746472	PRINCETON UNIVERSITY	Illumina HiSeq 2000	PAIRED	RANDOM	ILLUMINA	PRJNA402054	France	Europe	2014	France: Calais	Metagenome or environmental	50.908 N 1.805 E	Lasioglossum albipes	Hymenoptera	Halictidae	None	None	None
690	SRR6014723	WGS	SAMN07615167	85058094	PRINCETON UNIVERSITY	Illumina HiSeq 2000	PAIRED	RANDOM	ILLUMINA	PRJNA402054	France	Europe	2014	France: Calais	Metagenome or environmental	50.908 N 1.805 E	Lasioglossum albipes	Hymenoptera	Halictidae	None	None	None
691	SRR6014724	WGS	SAMN07615168	119747612	PRINCETON UNIVERSITY	Illumina HiSeq 2000	PAIRED	RANDOM	ILLUMINA	PRJNA402054	France	Europe	2014	France: Calais	Metagenome or environmental	50.908 N 1.805 E	Lasioglossum albipes	Hymenoptera	Halictidae	None	None	None
692	SRR6014725	WGS	SAMN07615165	82917509	PRINCETON UNIVERSITY	Illumina HiSeq 2000	PAIRED	RANDOM	ILLUMINA	PRJNA402054	France	Europe	2014	France: Calais	Metagenome or environmental	50.908 N 1.805 E	Lasioglossum albipes	Hymenoptera	Halictidae	None	None	None
693	SRR6014726	WGS	SAMN07615166	31572897	PRINCETON UNIVERSITY	Illumina HiSeq 2000	PAIRED	RANDOM	ILLUMINA	PRJNA402054	France	Europe	2014	France: Calais	Metagenome or environmental	50.908 N 1.805 E	Lasioglossum albipes	Hymenoptera	Halictidae	None	None	None
694	SRR6014727	WGS	SAMN07615266	182381203	PRINCETON UNIVERSITY	Illumina HiSeq 2000	PAIRED	RANDOM	ILLUMINA	PRJNA402054	France	Europe	2014	France: Ventoux	Metagenome or environmental	44.180 N 5.258 E	Lasioglossum albipes	Hymenoptera	Halictidae	None	None	None
695	SRR6014728	WGS	SAMN07615265	137133202	PRINCETON UNIVERSITY	Illumina HiSeq 2000	PAIRED	RANDOM	ILLUMINA	PRJNA402054	France	Europe	2014	France: Ventoux	Metagenome or environmental	44.180 N 5.258 E	Lasioglossum albipes	Hymenoptera	Halictidae	None	None	None
696	SRR6014729	WGS	SAMN07615268	117950548	PRINCETON UNIVERSITY	Illumina HiSeq 2000	PAIRED	RANDOM	ILLUMINA	PRJNA402054	France	Europe	2014	France: Ventoux	Metagenome or environmental	44.180 N 5.258 E	Lasioglossum albipes	Hymenoptera	Halictidae	None	None	None
697	SRR6014730	WGS	SAMN07615267	217530597	PRINCETON UNIVERSITY	Illumina HiSeq 2000	PAIRED	RANDOM	ILLUMINA	PRJNA402054	France	Europe	2014	France: Ventoux	Metagenome or environmental	44.180 N 5.258 E	Lasioglossum albipes	Hymenoptera	Halictidae	None	None	None
698	SRR6014731	WGS	SAMN07615262	206016241	PRINCETON UNIVERSITY	Illumina HiSeq 2000	PAIRED	RANDOM	ILLUMINA	PRJNA402054	France	Europe	2014	France: Ventoux	Metagenome or environmental	44.180 N 5.258 E	Lasioglossum albipes	Hymenoptera	Halictidae	None	None	None
699	SRR6014732	WGS	SAMN07615261	95902076	PRINCETON UNIVERSITY	Illumina HiSeq 2000	PAIRED	RANDOM	ILLUMINA	PRJNA402054	France	Europe	2014	France: Ventoux	Metagenome or environmental	44.180 N 5.258 E	Lasioglossum albipes	Hymenoptera	Halictidae	None	None	None
700	SRR6014733	WGS	SAMN07615264	159335987	PRINCETON UNIVERSITY	Illumina HiSeq 2000	PAIRED	RANDOM	ILLUMINA	PRJNA402054	France	Europe	2014	France: Ventoux	Metagenome or environmental	44.180 N 5.258 E	Lasioglossum albipes	Hymenoptera	Halictidae	None	None	None
701	SRR6014734	WGS	SAMN07615263	143518333	PRINCETON UNIVERSITY	Illumina HiSeq 2000	PAIRED	RANDOM	ILLUMINA	PRJNA402054	France	Europe	2014	France: Ventoux	Metagenome or environmental	44.180 N 5.258 E	Lasioglossum albipes	Hymenoptera	Halictidae	None	None	None
702	SRR6014735	WGS	SAMN07615293	129715770	PRINCETON UNIVERSITY	Illumina HiSeq 2000	PAIRED	RANDOM	ILLUMINA	PRJNA402054	France	Europe	2014	France: Vosges	Metagenome or environmental	48.165 N 6.933 E	Lasioglossum albipes	Hymenoptera	Halictidae	None	None	None
703	SRR6014736	WGS	SAMN07615270	431896560	PRINCETON UNIVERSITY	Illumina HiSeq 2000	PAIRED	RANDOM	ILLUMINA	PRJNA402054	France	Europe	2014	France: Ventoux	Metagenome or environmental	44.180 N 5.258 E	Lasioglossum albipes	Hymenoptera	Halictidae	None	None	None
704	SRR6014737	WGS	SAMN07615269	131363321	PRINCETON UNIVERSITY	Illumina HiSeq 2000	PAIRED	RANDOM	ILLUMINA	PRJNA402054	France	Europe	2014	France: Ventoux	Metagenome or environmental	44.180 N 5.258 E	Lasioglossum albipes	Hymenoptera	Halictidae	None	None	None
705	SRR6014739	WGS	SAMN07615295	138235800	PRINCETON UNIVERSITY	Illumina HiSeq 2000	PAIRED	RANDOM	ILLUMINA	PRJNA402054	France	Europe	2014	France: Vosges	Metagenome or environmental	48.165 N 6.933 E	Lasioglossum albipes	Hymenoptera	Halictidae	None	None	None
706	SRR6014741	WGS	SAMN07615203	39568010	PRINCETON UNIVERSITY	Illumina HiSeq 2000	PAIRED	RANDOM	ILLUMINA	PRJNA402054	Switzerland	Europe	2014	Switzerland: Brassus	Metagenome or environmental	46.635 N 6.267 E	Lasioglossum albipes	Hymenoptera	Halictidae	None	None	None
707	SRR6014751	WGS	SAMN07615239	108692488	PRINCETON UNIVERSITY	Illumina HiSeq 2000	PAIRED	RANDOM	ILLUMINA	PRJNA402054	France	Europe	2014	France: Rimont	Metagenome or environmental	43.017 N 1.282 E	Lasioglossum albipes	Hymenoptera	Halictidae	None	None	None
708	SRR6014754	WGS	SAMN07615160	934322210	PRINCETON UNIVERSITY	Illumina HiSeq 2000	PAIRED	RANDOM	ILLUMINA	PRJNA402054	France	Europe	2014	France: Calais	Metagenome or environmental	50.908 N 1.805 E	Lasioglossum albipes	Hymenoptera	Halictidae	None	None	None
709	SRR6014755	WGS	SAMN07615159	172084590	PRINCETON UNIVERSITY	Illumina HiSeq 2000	PAIRED	RANDOM	ILLUMINA	PRJNA402054	France	Europe	2014	France: Calais	Metagenome or environmental	50.908 N 1.805 E	Lasioglossum albipes	Hymenoptera	Halictidae	None	None	None
710	SRR6014756	WGS	SAMN07615240	225472695	PRINCETON UNIVERSITY	Illumina HiSeq 2000	PAIRED	RANDOM	ILLUMINA	PRJNA402054	France	Europe	2014	France: Rimont	Metagenome or environmental	43.017 N 1.282 E	Lasioglossum albipes	Hymenoptera	Halictidae	None	None	None
711	SRR6014757	WGS	SAMN07615230	92793181	PRINCETON UNIVERSITY	Illumina HiSeq 2000	PAIRED	RANDOM	ILLUMINA	PRJNA402054	France	Europe	2014	France: Dordogne	Metagenome or environmental	44.843 N 1.306 E	Lasioglossum albipes	Hymenoptera	Halictidae	None	None	None
712	SRR6014764	WGS	SAMN07615158	143876458	PRINCETON UNIVERSITY	Illumina HiSeq 2000	PAIRED	RANDOM	ILLUMINA	PRJNA402054	France	Europe	2014	France: Calais	Metagenome or environmental	50.908 N 1.805 E	Lasioglossum albipes	Hymenoptera	Halictidae	None	None	None
713	SRR6014766	WGS	SAMN07615191	19530433	PRINCETON UNIVERSITY	Illumina HiSeq 2000	PAIRED	RANDOM	ILLUMINA	PRJNA402054	Switzerland	Europe	2014	Switzerland: Brassus	Metagenome or environmental	46.635 N 6.267 E	Lasioglossum albipes	Hymenoptera	Halictidae	None	None	None
714	SRR6014767	WGS	SAMN07615192	92369606	PRINCETON UNIVERSITY	Illumina HiSeq 2000	PAIRED	RANDOM	ILLUMINA	PRJNA402054	Switzerland	Europe	2014	Switzerland: Brassus	Metagenome or environmental	46.635 N 6.267 E	Lasioglossum albipes	Hymenoptera	Halictidae	None	None	None
715	SRR6014768	WGS	SAMN07615193	116834877	PRINCETON UNIVERSITY	Illumina HiSeq 2000	PAIRED	RANDOM	ILLUMINA	PRJNA402054	Switzerland	Europe	2014	Switzerland: Brassus	Metagenome or environmental	46.635 N 6.267 E	Lasioglossum albipes	Hymenoptera	Halictidae	None	None	None
716	SRR6014769	WGS	SAMN07615194	57071577	PRINCETON UNIVERSITY	Illumina HiSeq 2000	PAIRED	RANDOM	ILLUMINA	PRJNA402054	Switzerland	Europe	2014	Switzerland: Brassus	Metagenome or environmental	46.635 N 6.267 E	Lasioglossum albipes	Hymenoptera	Halictidae	None	None	None
717	SRR6014770	WGS	SAMN07615195	115595257	PRINCETON UNIVERSITY	Illumina HiSeq 2000	PAIRED	RANDOM	ILLUMINA	PRJNA402054	Switzerland	Europe	2014	Switzerland: Brassus	Metagenome or environmental	46.635 N 6.267 E	Lasioglossum albipes	Hymenoptera	Halictidae	None	None	None
718	SRR6014771	WGS	SAMN07615196	103384704	PRINCETON UNIVERSITY	Illumina HiSeq 2000	PAIRED	RANDOM	ILLUMINA	PRJNA402054	Switzerland	Europe	2014	Switzerland: Brassus	Metagenome or environmental	46.635 N 6.267 E	Lasioglossum albipes	Hymenoptera	Halictidae	None	None	None
719	SRR6014772	WGS	SAMN07615197	74217400	PRINCETON UNIVERSITY	Illumina HiSeq 2000	PAIRED	RANDOM	ILLUMINA	PRJNA402054	Switzerland	Europe	2014	Switzerland: Brassus	Metagenome or environmental	46.635 N 6.267 E	Lasioglossum albipes	Hymenoptera	Halictidae	None	None	None
720	SRR6014773	WGS	SAMN07615198	314393739	PRINCETON UNIVERSITY	Illumina HiSeq 2000	PAIRED	RANDOM	ILLUMINA	PRJNA402054	Switzerland	Europe	2014	Switzerland: Brassus	Metagenome or environmental	46.635 N 6.267 E	Lasioglossum albipes	Hymenoptera	Halictidae	None	None	None
721	SRR6014774	WGS	SAMN07615199	79921480	PRINCETON UNIVERSITY	Illumina HiSeq 2000	PAIRED	RANDOM	ILLUMINA	PRJNA402054	Switzerland	Europe	2014	Switzerland: Brassus	Metagenome or environmental	46.635 N 6.267 E	Lasioglossum albipes	Hymenoptera	Halictidae	None	None	None
722	SRR6014775	WGS	SAMN07615200	75316951	PRINCETON UNIVERSITY	Illumina HiSeq 2000	PAIRED	RANDOM	ILLUMINA	PRJNA402054	Switzerland	Europe	2014	Switzerland: Brassus	Metagenome or environmental	46.635 N 6.267 E	Lasioglossum albipes	Hymenoptera	Halictidae	None	None	None
723	SRR6014782	WGS	SAMN07615294	158249386	PRINCETON UNIVERSITY	Illumina HiSeq 2000	PAIRED	RANDOM	ILLUMINA	PRJNA402054	France	Europe	2014	France: Vosges	Metagenome or environmental	48.165 N 6.933 E	Lasioglossum albipes	Hymenoptera	Halictidae	None	None	None
724	SRR6014785	WGS	SAMN07615296	188885226	PRINCETON UNIVERSITY	Illumina HiSeq 2000	PAIRED	RANDOM	ILLUMINA	PRJNA402054	France	Europe	2014	France: Vosges	Metagenome or environmental	48.165 N 6.933 E	Lasioglossum albipes	Hymenoptera	Halictidae	None	None	None
725	SRR6014786	WGS	SAMN07615231	481550344	PRINCETON UNIVERSITY	Illumina HiSeq 2000	PAIRED	RANDOM	ILLUMINA	PRJNA402054	France	Europe	2014	France: Dordogne	Metagenome or environmental	44.843 N 1.306 E	Lasioglossum albipes	Hymenoptera	Halictidae	None	None	None
726	SRR6014787	WGS	SAMN07615232	10976065	PRINCETON UNIVERSITY	Illumina HiSeq 2000	PAIRED	RANDOM	ILLUMINA	PRJNA402054	France	Europe	2014	France: Dordogne	Metagenome or environmental	44.843 N 1.306 E	Lasioglossum albipes	Hymenoptera	Halictidae	None	None	None
727	SRR6014788	WGS	SAMN07615185	48794740	PRINCETON UNIVERSITY	Illumina HiSeq 2000	PAIRED	RANDOM	ILLUMINA	PRJNA402054	Switzerland	Europe	2014	Switzerland: Brassus	Metagenome or environmental	46.635 N 6.267 E	Lasioglossum albipes	Hymenoptera	Halictidae	None	None	None
728	SRR6014789	WGS	SAMN07615186	62878492	PRINCETON UNIVERSITY	Illumina HiSeq 2000	PAIRED	RANDOM	ILLUMINA	PRJNA402054	Switzerland	Europe	2014	Switzerland: Brassus	Metagenome or environmental	46.635 N 6.267 E	Lasioglossum albipes	Hymenoptera	Halictidae	None	None	None
729	SRR6014790	WGS	SAMN07615187	76996313	PRINCETON UNIVERSITY	Illumina HiSeq 2000	PAIRED	RANDOM	ILLUMINA	PRJNA402054	Switzerland	Europe	2014	Switzerland: Brassus	Metagenome or environmental	46.635 N 6.267 E	Lasioglossum albipes	Hymenoptera	Halictidae	None	None	None
730	SRR6014791	WGS	SAMN07615188	43868698	PRINCETON UNIVERSITY	Illumina HiSeq 2000	PAIRED	RANDOM	ILLUMINA	PRJNA402054	Switzerland	Europe	2014	Switzerland: Brassus	Metagenome or environmental	46.635 N 6.267 E	Lasioglossum albipes	Hymenoptera	Halictidae	None	None	None
731	SRR6014792	WGS	SAMN07615181	108230460	PRINCETON UNIVERSITY	Illumina HiSeq 2000	PAIRED	RANDOM	ILLUMINA	PRJNA402054	France	Europe	2014	France: Calais	Metagenome or environmental	50.908 N 1.805 E	Lasioglossum albipes	Hymenoptera	Halictidae	None	None	None
732	SRR6014793	WGS	SAMN07615182	81537558	PRINCETON UNIVERSITY	Illumina HiSeq 2000	PAIRED	RANDOM	ILLUMINA	PRJNA402054	France	Europe	2014	France: Calais	Metagenome or environmental	50.908 N 1.805 E	Lasioglossum albipes	Hymenoptera	Halictidae	None	None	None
733	SRR6014794	WGS	SAMN07615183	89599336	PRINCETON UNIVERSITY	Illumina HiSeq 2000	PAIRED	RANDOM	ILLUMINA	PRJNA402054	Switzerland	Europe	2014	Switzerland: Brassus	Metagenome or environmental	46.635 N 6.267 E	Lasioglossum albipes	Hymenoptera	Halictidae	None	None	None
734	SRR6014795	WGS	SAMN07615184	349060151	PRINCETON UNIVERSITY	Illumina HiSeq 2000	PAIRED	RANDOM	ILLUMINA	PRJNA402054	Switzerland	Europe	2014	Switzerland: Brassus	Metagenome or environmental	46.635 N 6.267 E	Lasioglossum albipes	Hymenoptera	Halictidae	None	None	None
735	SRR6014796	WGS	SAMN07615208	126999442	PRINCETON UNIVERSITY	Illumina HiSeq 2000	PAIRED	RANDOM	ILLUMINA	PRJNA402054	France	Europe	2014	France: Dordogne	Metagenome or environmental	44.843 N 1.306 E	Lasioglossum albipes	Hymenoptera	Halictidae	None	None	None
736	SRR6014797	WGS	SAMN07615207	54700664	PRINCETON UNIVERSITY	Illumina HiSeq 2000	PAIRED	RANDOM	ILLUMINA	PRJNA402054	Switzerland	Europe	2014	Switzerland: Brassus	Metagenome or environmental	46.635 N 6.267 E	Lasioglossum albipes	Hymenoptera	Halictidae	None	None	None
737	SRR6014798	WGS	SAMN07615206	72523104	PRINCETON UNIVERSITY	Illumina HiSeq 2000	PAIRED	RANDOM	ILLUMINA	PRJNA402054	Switzerland	Europe	2014	Switzerland: Brassus	Metagenome or environmental	46.635 N 6.267 E	Lasioglossum albipes	Hymenoptera	Halictidae	None	None	None
738	SRR6014799	WGS	SAMN07615205	47620096	PRINCETON UNIVERSITY	Illumina HiSeq 2000	PAIRED	RANDOM	ILLUMINA	PRJNA402054	Switzerland	Europe	2014	Switzerland: Brassus	Metagenome or environmental	46.635 N 6.267 E	Lasioglossum albipes	Hymenoptera	Halictidae	None	None	None
739	SRR6014800	WGS	SAMN07615189	57857313	PRINCETON UNIVERSITY	Illumina HiSeq 2000	PAIRED	RANDOM	ILLUMINA	PRJNA402054	Switzerland	Europe	2014	Switzerland: Brassus	Metagenome or environmental	46.635 N 6.267 E	Lasioglossum albipes	Hymenoptera	Halictidae	None	None	None
740	SRR6014801	WGS	SAMN07615190	99998437	PRINCETON UNIVERSITY	Illumina HiSeq 2000	PAIRED	RANDOM	ILLUMINA	PRJNA402054	Switzerland	Europe	2014	Switzerland: Brassus	Metagenome or environmental	46.635 N 6.267 E	Lasioglossum albipes	Hymenoptera	Halictidae	None	None	None
741	SRR6014802	WGS	SAMN07615202	48671346	PRINCETON UNIVERSITY	Illumina HiSeq 2000	PAIRED	RANDOM	ILLUMINA	PRJNA402054	Switzerland	Europe	2014	Switzerland: Brassus	Metagenome or environmental	46.635 N 6.267 E	Lasioglossum albipes	Hymenoptera	Halictidae	None	None	None
742	SRR6014803	WGS	SAMN07615201	68041816	PRINCETON UNIVERSITY	Illumina HiSeq 2000	PAIRED	RANDOM	ILLUMINA	PRJNA402054	Switzerland	Europe	2014	Switzerland: Brassus	Metagenome or environmental	46.635 N 6.267 E	Lasioglossum albipes	Hymenoptera	Halictidae	None	None	None
743	SRR6014830	WGS	SAMN07615279	716647077	PRINCETON UNIVERSITY	Illumina HiSeq 2000	PAIRED	RANDOM	ILLUMINA	PRJNA402054	France	Europe	2014	France: Ventoux	Metagenome or environmental	44.180 N 5.258 E	Lasioglossum albipes	Hymenoptera	Halictidae	None	None	None
744	SRR6014831	WGS	SAMN07615280	360158545	PRINCETON UNIVERSITY	Illumina HiSeq 2000	PAIRED	RANDOM	ILLUMINA	PRJNA402054	France	Europe	2014	France: Ventoux	Metagenome or environmental	44.180 N 5.258 E	Lasioglossum albipes	Hymenoptera	Halictidae	None	None	None
745	SRR6014832	WGS	SAMN07615271	152668113	PRINCETON UNIVERSITY	Illumina HiSeq 2000	PAIRED	RANDOM	ILLUMINA	PRJNA402054	France	Europe	2014	France: Ventoux	Metagenome or environmental	44.180 N 5.258 E	Lasioglossum albipes	Hymenoptera	Halictidae	None	None	None
746	SRR6014833	WGS	SAMN07615272	105849435	PRINCETON UNIVERSITY	Illumina HiSeq 2000	PAIRED	RANDOM	ILLUMINA	PRJNA402054	France	Europe	2014	France: Ventoux	Metagenome or environmental	44.180 N 5.258 E	Lasioglossum albipes	Hymenoptera	Halictidae	None	None	None
747	SRR6014834	WGS	SAMN07615273	108400518	PRINCETON UNIVERSITY	Illumina HiSeq 2000	PAIRED	RANDOM	ILLUMINA	PRJNA402054	France	Europe	2014	France: Ventoux	Metagenome or environmental	44.180 N 5.258 E	Lasioglossum albipes	Hymenoptera	Halictidae	None	None	None
748	SRR6014835	WGS	SAMN07615274	141467475	PRINCETON UNIVERSITY	Illumina HiSeq 2000	PAIRED	RANDOM	ILLUMINA	PRJNA402054	France	Europe	2014	France: Ventoux	Metagenome or environmental	44.180 N 5.258 E	Lasioglossum albipes	Hymenoptera	Halictidae	None	None	None
749	SRR6014836	WGS	SAMN07615275	107327814	PRINCETON UNIVERSITY	Illumina HiSeq 2000	PAIRED	RANDOM	ILLUMINA	PRJNA402054	France	Europe	2014	France: Ventoux	Metagenome or environmental	44.180 N 5.258 E	Lasioglossum albipes	Hymenoptera	Halictidae	None	None	None
750	SRR6014837	WGS	SAMN07615276	102372311	PRINCETON UNIVERSITY	Illumina HiSeq 2000	PAIRED	RANDOM	ILLUMINA	PRJNA402054	France	Europe	2014	France: Ventoux	Metagenome or environmental	44.180 N 5.258 E	Lasioglossum albipes	Hymenoptera	Halictidae	None	None	None
751	SRR6014838	WGS	SAMN07615277	76520951	PRINCETON UNIVERSITY	Illumina HiSeq 2000	PAIRED	RANDOM	ILLUMINA	PRJNA402054	France	Europe	2014	France: Ventoux	Metagenome or environmental	44.180 N 5.258 E	Lasioglossum albipes	Hymenoptera	Halictidae	None	None	None
752	SRR6014839	WGS	SAMN07615278	913024387	PRINCETON UNIVERSITY	Illumina HiSeq 2000	PAIRED	RANDOM	ILLUMINA	PRJNA402054	France	Europe	2014	France: Ventoux	Metagenome or environmental	44.180 N 5.258 E	Lasioglossum albipes	Hymenoptera	Halictidae	None	None	None
753	SRR15276518	WGS	SAMN20181655	788025077	GOETHE UNIVERSITY FRANKFURT AM MAIN/GERMANY	Illumina NovaSeq 6000	PAIRED	RANDOM	ILLUMINA	PRJNA744378	Brazil	South America	2019-02	Brazil: Belo Horizonte	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	19.92097 S 43.95264 W	Rhodnius prolixus	Hemiptera	Reduviidae	None	None	None
754	SRR15276519	WGS	SAMN20181653	4537959087	GOETHE UNIVERSITY FRANKFURT AM MAIN/GERMANY	Illumina NovaSeq 6000	PAIRED	RANDOM	ILLUMINA	PRJNA744378	Brazil	South America	2019-02	Brazil: Belo Horizonte	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	19.92097 S 43.95264 W	Rhodnius prolixus	Hemiptera	Reduviidae	None	None	None
755	SRR15276520	WGS	SAMN20181635	1298079982	GOETHE UNIVERSITY FRANKFURT AM MAIN/GERMANY	Illumina NovaSeq 6000	PAIRED	RANDOM	ILLUMINA	PRJNA744378	Brazil	South America	2019-02	Brazil: Belo Horizonte	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	19.92097 S 43.95264 W	Rhodnius prolixus	Hemiptera	Reduviidae	None	None	None
756	SRR15276521	WGS	SAMN20181633	3470030809	GOETHE UNIVERSITY FRANKFURT AM MAIN/GERMANY	Illumina NovaSeq 6000	PAIRED	RANDOM	ILLUMINA	PRJNA744378	Brazil	South America	2019-02	Brazil: Belo Horizonte	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	19.92097 S 43.95264 W	Rhodnius prolixus	Hemiptera	Reduviidae	None	None	None
757	SRR15276522	WGS	SAMN20181651	973204391	GOETHE UNIVERSITY FRANKFURT AM MAIN/GERMANY	Illumina NovaSeq 6000	PAIRED	RANDOM	ILLUMINA	PRJNA744378	Brazil	South America	2019-02	Brazil: Belo Horizonte	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	19.92097 S 43.95264 W	Rhodnius prolixus	Hemiptera	Reduviidae	None	None	None
758	SRR15276523	WGS	SAMN20181649	1812744321	GOETHE UNIVERSITY FRANKFURT AM MAIN/GERMANY	Illumina NovaSeq 6000	PAIRED	RANDOM	ILLUMINA	PRJNA744378	Brazil	South America	2019-02	Brazil: Belo Horizonte	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	19.92097 S 43.95264 W	Rhodnius prolixus	Hemiptera	Reduviidae	None	None	None
759	SRR15276524	WGS	SAMN20181647	1933598025	GOETHE UNIVERSITY FRANKFURT AM MAIN/GERMANY	Illumina NovaSeq 6000	PAIRED	RANDOM	ILLUMINA	PRJNA744378	Brazil	South America	2019-02	Brazil: Belo Horizonte	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	19.92097 S 43.95264 W	Rhodnius prolixus	Hemiptera	Reduviidae	None	None	None
760	SRR15276525	WGS	SAMN20181645	990394442	GOETHE UNIVERSITY FRANKFURT AM MAIN/GERMANY	Illumina NovaSeq 6000	PAIRED	RANDOM	ILLUMINA	PRJNA744378	Brazil	South America	2019-02	Brazil: Belo Horizonte	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	19.92097 S 43.95264 W	Rhodnius prolixus	Hemiptera	Reduviidae	None	None	None
761	SRR15276526	WGS	SAMN20181643	896639883	GOETHE UNIVERSITY FRANKFURT AM MAIN/GERMANY	Illumina NovaSeq 6000	PAIRED	RANDOM	ILLUMINA	PRJNA744378	Brazil	South America	2019-02	Brazil: Belo Horizonte	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	19.92097 S 43.95264 W	Rhodnius prolixus	Hemiptera	Reduviidae	None	None	None
762	SRR15276527	WGS	SAMN20181641	3539011734	GOETHE UNIVERSITY FRANKFURT AM MAIN/GERMANY	Illumina NovaSeq 6000	PAIRED	RANDOM	ILLUMINA	PRJNA744378	Brazil	South America	2019-02	Brazil: Belo Horizonte	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	19.92097 S 43.95264 W	Rhodnius prolixus	Hemiptera	Reduviidae	None	None	None
763	SRR15276528	WGS	SAMN20181639	955610464	GOETHE UNIVERSITY FRANKFURT AM MAIN/GERMANY	Illumina NovaSeq 6000	PAIRED	RANDOM	ILLUMINA	PRJNA744378	Brazil	South America	2019-02	Brazil: Belo Horizonte	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	19.92097 S 43.95264 W	Rhodnius prolixus	Hemiptera	Reduviidae	None	None	None
764	SRR15276529	WGS	SAMN20181691	1223012949	GOETHE UNIVERSITY FRANKFURT AM MAIN/GERMANY	Illumina NovaSeq 6000	PAIRED	RANDOM	ILLUMINA	PRJNA744378	Brazil	South America	2019-02	Brazil: Belo Horizonte	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	19.92097 S 43.95264 W	Rhodnius prolixus	Hemiptera	Reduviidae	None	None	None
765	SRR15276530	WGS	SAMN20181689	694777734	GOETHE UNIVERSITY FRANKFURT AM MAIN/GERMANY	Illumina NovaSeq 6000	PAIRED	RANDOM	ILLUMINA	PRJNA744378	Brazil	South America	2019-02	Brazil: Belo Horizonte	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	19.92097 S 43.95264 W	Rhodnius prolixus	Hemiptera	Reduviidae	None	None	None
766	SRR15276531	WGS	SAMN20181687	728165620	GOETHE UNIVERSITY FRANKFURT AM MAIN/GERMANY	Illumina NovaSeq 6000	PAIRED	RANDOM	ILLUMINA	PRJNA744378	Brazil	South America	2019-02	Brazil: Belo Horizonte	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	19.92097 S 43.95264 W	Rhodnius prolixus	Hemiptera	Reduviidae	None	None	None
767	SRR15276532	WGS	SAMN20181685	1367136778	GOETHE UNIVERSITY FRANKFURT AM MAIN/GERMANY	Illumina NovaSeq 6000	PAIRED	RANDOM	ILLUMINA	PRJNA744378	Brazil	South America	2019-02	Brazil: Belo Horizonte	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	19.92097 S 43.95264 W	Rhodnius prolixus	Hemiptera	Reduviidae	None	None	None
768	SRR15276533	WGS	SAMN20181683	828453042	GOETHE UNIVERSITY FRANKFURT AM MAIN/GERMANY	Illumina NovaSeq 6000	PAIRED	RANDOM	ILLUMINA	PRJNA744378	Brazil	South America	2019-02	Brazil: Belo Horizonte	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	19.92097 S 43.95264 W	Rhodnius prolixus	Hemiptera	Reduviidae	None	None	None
769	SRR15276534	WGS	SAMN20181681	1859644972	GOETHE UNIVERSITY FRANKFURT AM MAIN/GERMANY	Illumina NovaSeq 6000	PAIRED	RANDOM	ILLUMINA	PRJNA744378	Brazil	South America	2019-02	Brazil: Belo Horizonte	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	19.92097 S 43.95264 W	Rhodnius prolixus	Hemiptera	Reduviidae	None	None	None
770	SRR15276535	WGS	SAMN20181679	2104090468	GOETHE UNIVERSITY FRANKFURT AM MAIN/GERMANY	Illumina NovaSeq 6000	PAIRED	RANDOM	ILLUMINA	PRJNA744378	Brazil	South America	2019-02	Brazil: Belo Horizonte	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	19.92097 S 43.95264 W	Rhodnius prolixus	Hemiptera	Reduviidae	None	None	None
771	SRR15276536	WGS	SAMN20181677	865323224	GOETHE UNIVERSITY FRANKFURT AM MAIN/GERMANY	Illumina NovaSeq 6000	PAIRED	RANDOM	ILLUMINA	PRJNA744378	Brazil	South America	2019-02	Brazil: Belo Horizonte	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	19.92097 S 43.95264 W	Rhodnius prolixus	Hemiptera	Reduviidae	None	None	None
772	SRR15276537	WGS	SAMN20181675	924578390	GOETHE UNIVERSITY FRANKFURT AM MAIN/GERMANY	Illumina NovaSeq 6000	PAIRED	RANDOM	ILLUMINA	PRJNA744378	Brazil	South America	2019-02	Brazil: Belo Horizonte	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	19.92097 S 43.95264 W	Rhodnius prolixus	Hemiptera	Reduviidae	None	None	None
